Period AUD CNY BRL GBP USD
2021-02-12 1.5666 7.8207 6.5302 0.87753 1.2108
2021-02-11 1.5638 7.8448 6.4936 0.87755 1.2147
2021-02-10 1.5682 7.8235 6.5641 0.8765 1.2127
2021-02-09 1.5681 7.7894 6.553 0.87828 1.2104
2021-02-08 1.5693 7.7618 6.4955 0.87833 1.2025
2021-02-05 1.5761 7.7535 6.5248 0.87538 1.1983
2021-02-04 1.5727 7.7542 6.4285 0.87693 1.1996
2021-02-03 1.5781 7.7623 6.4256 0.88145 1.2017
2021-02-02 1.5847 7.7756 6.4904 0.88075 1.2044
2021-02-01 1.5831 7.8143 6.5765 0.882 1.2084
2021-01-29 1.5819 7.8047 6.6568 0.88383 1.2136
2021-01-28 1.5914 7.8226 6.5857 0.88603 1.2091
2021-01-27 1.5744 7.8411 6.4967 0.88395 1.2114
2021-01-26 1.5709 7.8537 6.5816 0.88698 1.2143
2021-01-25 1.5728 7.8712 6.6434 0.888 1.2152
2021-01-22 1.577 7.8822 6.5765 0.89045 1.2158
2021-01-21 1.5635 7.8552 6.4073 0.88625 1.2158
2021-01-20 1.5666 7.8292 6.439 0.88563 1.2101
2021-01-19 1.5723 7.861 6.3848 0.891 1.2132
2021-01-18 1.5721 7.8359 6.391 0.89073 1.2064
2021-01-15 1.568 7.8499 6.3697 0.88998 1.2123
2021-01-14 1.5642 7.8409 6.3888 0.88943 1.2124
2021-01-13 1.5734 7.8716 6.4869 0.88983 1.2166
2021-01-12 1.5742 7.8576 6.6592 0.8944 1.2161
2021-01-11 1.5783 7.8806 6.6562 0.90235 1.2163
2021-01-08 1.5758 7.9184 6.5748 0.90128 1.225
2021-01-07 1.5836 7.9392 6.5172 0.9019 1.2276
2021-01-06 1.5824 7.9653 6.5119 0.90635 1.2338
2021-01-05 1.5927 7.9315 6.5517 0.90333 1.2271
2021-01-04 1.5928 7.9484 6.3241 0.9016 1.2296
2020-12-31 1.5896 8.0225 6.3735 0.89903 1.2271
2020-12-30 1.6025 8.0134 6.3574 0.90307 1.2281
2020-12-29 1.6121 8.007 6.3717 0.90863 1.2259
2020-12-28 1.6083 7.9906 6.3443 0.90408 1.2219
2020-12-24 1.6039 7.9624 6.3608 0.89795 1.2193
2020-12-23 1.6118 7.9549 6.2867 0.907 1.2166
2020-12-22 1.6191 8.0056 6.2842 0.91148 1.2239
2020-12-21 1.62 7.9784 6.3144 0.9161 1.2173
2020-12-18 1.6107 8.0146 6.2668 0.90828 1.2259
2020-12-17 1.6052 8.0006 6.2136 0.9005 1.2246
2020-12-16 1.6103 7.9633 6.2306 0.8995 1.2189
2020-12-15 1.6113 7.9462 6.1783 0.90795 1.214
2020-12-14 1.6064 7.9588 6.1237 0.907 1.2162
2020-12-11 1.609 7.9386 6.1448 0.92294 1.2127
2020-12-10 1.6161 7.9254 6.1606 0.911 1.2115
2020-12-09 1.6185 7.9167 6.1993 0.9 1.2109
2020-12-08 1.6334 7.9115 6.1906 0.91143 1.2114
2020-12-07 1.6374 7.931 6.2124 0.91215 1.2128
2020-12-04 1.6387 7.9421 6.2759 0.90282 1.2159
2020-12-03 1.6361 7.9567 6.3037 0.90358 1.2151
2020-12-02 1.6384 7.9203 6.2962 0.9049 1.2066
2020-12-01 1.6274 7.8639 6.3573 0.89798 1.1968
2020-11-30 1.6246 7.8798 6.3519 0.89845 1.198
2020-11-27 1.6182 7.8422 6.4021 0.89442 1.1922
2020-11-26 1.6163 7.8254 6.3494 0.89129 1.19
2020-11-25 1.619 7.8189 6.365 0.89129 1.189
2020-11-24 1.6175 7.8152 6.3943 0.89012 1.1865
2020-11-23 1.6233 7.8178 6.3795 0.88888 1.1901
2020-11-20 1.6227 7.7916 6.3347 0.89393 1.1863
2020-11-19 1.6272 7.7927 6.3371 0.89378 1.1832
2020-11-18 1.6226 7.782 6.2974 0.89373 1.1868
2020-11-17 1.6236 7.7892 6.4375 0.89585 1.1882
2020-11-16 1.6226 7.7945 6.393 0.89819 1.183
2020-11-13 1.63 7.8071 6.4508 0.89683 1.1815
2020-11-12 1.6263 7.8105 6.3638 0.89765 1.1791
2020-11-11 1.6172 7.7943 6.3835 0.88935 1.1766
2020-11-10 1.6237 7.8107 6.3563 0.89183 1.1808
2020-11-09 1.6234 7.8475 6.2447 0.90224 1.1883
2020-11-06 1.6359 7.8468 6.6072 0.9043 1.187
2020-11-05 1.6356 7.8331 6.5906 0.9045 1.1855
2020-11-04 1.6346 7.8038 6.676 0.89954 1.1721
2020-11-03 1.6406 7.8198 6.6742 0.90042 1.1702
2020-11-02 1.6533 7.7962 6.6916 0.90053 1.1652
2020-10-30 1.6563 7.8158 6.7607 0.90208 1.1698
2020-10-29 1.6673 7.8531 6.768 0.9043 1.1704
2020-10-28 1.6603 7.8845 6.7191 0.90662 1.1727
2020-10-27 1.6585 7.9345 6.6711 0.90718 1.1832
2020-10-26 1.6592 7.9342 6.6714 0.90755 1.1819
2020-10-23 1.6578 7.9157 6.6052 0.90675 1.1856
2020-10-22 1.6644 7.898 6.6389 0.90273 1.1821
2020-10-21 1.6733 7.8879 6.6118 0.90754 1.1852
2020-10-20 1.6801 7.8918 6.6182 0.91329 1.181
2020-10-19 1.6575 7.8767 6.6139 0.90588 1.1785
2020-10-16 1.6555 7.8639 6.6054 0.90915 1.1741
2020-10-15 1.6554 7.8756 6.5942 0.90535 1.1698
2020-10-14 1.6378 7.9092 6.5426 0.90395 1.175
2020-10-13 1.6403 7.9388 6.5389 0.90591 1.1787
2020-10-12 1.6357 7.9578 6.5268 0.90598 1.1799
2020-10-09 1.6405 7.9047 6.5796 0.91167 1.1795
2020-10-08 1.6421 7.9894 6.5832 0.91035 1.1765
2020-10-07 1.65 7.9934 6.5448 0.91413 1.177
2020-10-06 1.6472 8.0111 6.5363 0.91058 1.1795
2020-10-05 1.6379 8.0128 6.6568 0.9081 1.1768
2020-10-02 1.6372 7.9656 6.6039 0.90673 1.173
2020-10-01 1.6319 7.9805 6.5821 0.90723 1.1752
2020-09-30 1.6438 7.972 6.6308 0.91235 1.1708
2020-09-29 1.6412 7.9777 6.6022 0.90963 1.1702
2020-09-28 1.6513 7.951 6.4552 0.90508 1.167
2020-09-25 1.6548 7.9451 6.456 0.91343 1.1634
2020-09-24 1.6539 7.9527 6.4935 0.91228 1.1645
2020-09-23 1.6439 7.9433 6.4498 0.91885 1.1692
2020-09-22 1.6288 7.955 6.3677 0.91743 1.174
2020-09-21 1.624 7.9992 6.4262 0.91608 1.1787
2020-09-18 1.6242 8.0146 6.2176 0.91318 1.1833
2020-09-17 1.6152 7.9861 6.2117 0.9153 1.1797
2020-09-16 1.6174 8.0229 6.2211 0.91423 1.1869
2020-09-15 1.6219 8.0526 6.2272 0.92095 1.1892
2020-09-14 1.6327 8.0987 6.3109 0.9219 1.1876
2020-09-11 1.6244 8.1043 6.2561 0.92408 1.1854
2020-09-10 1.6282 8.1022 6.2919 0.9159 1.1849
2020-09-09 1.6264 8.0584 6.2785 0.91213 1.1773
2020-09-08 1.6286 8.0658 6.3427 0.90453 1.1785
2020-09-07 1.6232 8.0789 6.2664 0.89835 1.1824
2020-09-04 1.6291 8.1006 6.2775 0.89325 1.1842
2020-09-03 1.6219 8.0802 6.3424 0.89135 1.1813
2020-09-02 1.6171 8.0976 6.4205 0.8884 1.1861
2020-09-01 1.6242 8.1739 6.5126 0.88975 1.1987
2020-08-31 1.6214 8.1711 6.4739 0.89605 1.194
2020-08-28 1.6216 8.1749 6.5608 0.89468 1.1915
2020-08-27 1.6291 8.1323 6.601 0.89505 1.1806
2020-08-26 1.6371 8.1262 6.5317 0.8969 1.1789
2020-08-25 1.6472 8.1671 6.586 0.89945 1.1814
2020-08-24 1.6454 8.1897 6.5941 0.90175 1.1847
2020-08-21 1.6442 8.1483 6.5908 0.89755 1.1769
2020-08-20 1.6544 8.1985 6.6454 0.90173 1.185
2020-08-19 1.6428 8.2472 6.5115 0.90345 1.1933
2020-08-18 1.6447 8.2407 6.4778 0.90375 1.1906
2020-08-17 1.6485 8.2262 6.4166 0.90625 1.1853
2020-08-14 1.6525 8.21 6.375 0.90173 1.1813
2020-08-13 1.6522 8.2187 6.3766 0.90373 1.1833
2020-08-12 1.6514 8.1758 6.3782 0.90475 1.1771
2020-08-11 1.6406 8.1857 6.4068 0.89843 1.1783
2020-08-10 1.6445 8.2003 6.3697 0.90155 1.1763
2020-08-07 1.6403 8.2238 6.3274 0.90373 1.1817
2020-08-06 1.6492 8.2325 6.334 0.90033 1.1843
2020-08-05 1.6415 8.2277 6.2311 0.90265 1.1854
2020-08-04 1.6495 8.2157 6.2743 0.90335 1.1765
2020-08-03 1.6508 8.19 6.1375 0.90013 1.1726
2020-07-31 1.6488 8.2637 6.1219 0.90053 1.1848
2020-07-30 1.6446 8.224 6.1189 0.90268 1.1743
2020-07-29 1.6348 8.2067 6.0149 0.90385 1.1725
2020-07-28 1.6412 8.2041 6.065 0.90968 1.1717
2020-07-27 1.6472 8.2344 6.0919 0.9134 1.176
2020-07-24 1.6376 8.1453 6.0777 0.90985 1.1608
2020-07-23 1.6246 8.1057 5.9524 0.91195 1.1569
2020-07-22 1.6139 8.0999 5.992 0.91123 1.1578
2020-07-21 1.6154 7.9982 6.0416 0.90055 1.1443
2020-07-20 1.6359 7.9992 6.148 0.90575 1.1448
2020-07-17 1.636 7.9975 6.0839 0.91078 1.1428
2020-07-16 1.6338 7.9861 6.1154 0.90875 1.1414
2020-07-15 1.6293 7.9975 6.0911 0.9054 1.1444
2020-07-14 1.6348 7.9805 6.0925 0.90778 1.1375
2020-07-13 1.6248 7.9309 6.0494 0.89938 1.1329
2020-07-10 1.6247 7.8952 6.0691 0.8957 1.1276
2020-07-09 1.6239 7.923 6.052 0.89655 1.1342
2020-07-08 1.6242 7.9163 6.0439 0.89923 1.1286
2020-07-07 1.6261 7.9287 6.0701 0.9015 1.129
2020-07-06 1.623 7.9498 5.9745 0.90505 1.1325
2020-07-03 1.6175 7.931 6.0117 0.9012 1.1224
2020-07-02 1.6296 7.9759 5.9823 0.90225 1.1286
2020-07-01 1.6268 7.9151 6.096 0.9043 1.12
2020-06-30 1.6344 7.9219 6.1118 0.91243 1.1198
2020-06-29 1.6406 7.9841 6.1105 0.9154 1.1284
2020-06-26 1.6313 7.9298 6.0595 0.90575 1.1213
2020-06-25 1.6321 7.9206 6.0012 0.90133 1.12
2020-06-24 1.6342 7.9772 5.8422 0.90343 1.128
2020-06-23 1.6272 7.9944 5.9006 0.9063 1.1318
2020-06-22 1.6292 7.9348 5.9248 0.90328 1.1213
2020-06-19 1.6261 7.9332 6.0029 0.90505 1.121
2020-06-18 1.6356 7.9545 5.9738 0.90028 1.1222
2020-06-17 1.6292 7.9602 5.8521 0.89448 1.1232
2020-06-16 1.6324 8.0041 5.7647 0.8937 1.1308
2020-06-15 1.6476 7.984 5.8049 0.89648 1.1253
2020-06-12 1.6447 7.999 5.7388 0.89653 1.1304
2020-06-11 1.6421 8.025 5.6471 0.89665 1.1348
2020-06-10 1.622 8.0305 5.5213 0.88963 1.1375
2020-06-09 1.6267 8.0025 5.4944 0.8912 1.1294
2020-06-08 1.6156 7.9836 5.5702 0.89173 1.1285
2020-06-05 1.6227 8.0349 5.7329 0.89448 1.133
2020-06-04 1.6276 8.0066 5.6989 0.89685 1.125
2020-06-03 1.628 7.9599 5.7993 0.89065 1.1194
2020-06-02 1.631 7.9413 5.9499 0.89083 1.1174
2020-06-01 1.6488 7.9327 5.9276 0.89673 1.1116
2020-05-29 1.6681 7.9456 5.9654 0.90088 1.1136
2020-05-28 1.6624 7.8804 5.8495 0.89728 1.1016
2020-05-27 1.6565 7.8682 5.8679 0.89595 1.0991
2020-05-26 1.6539 7.8269 5.9114 0.88878 1.0975
2020-05-25 1.6678 7.7856 6.0243 0.89515 1.091
2020-05-22 1.6694 7.7797 6.0857 0.89563 1.0904
2020-05-21 1.671 7.8153 6.2532 0.89943 1.1
2020-05-20 1.6653 7.7806 6.2656 0.89358 1.0958
2020-05-19 1.6751 7.7816 6.2357 0.89535 1.095
2020-05-18 1.6736 7.7068 6.2701 0.89153 1.0832
2020-05-15 1.6805 7.6759 6.3172 0.88738 1.0798
2020-05-14 1.6805 7.6655 6.3925 0.88495 1.0792
2020-05-13 1.6687 7.7102 6.3606 0.88245 1.0875
2020-05-12 1.6625 7.6933 6.2708 0.87773 1.0858
2020-05-11 1.6709 7.6783 6.2691 0.87875 1.0824
2020-05-08 1.6613 7.6719 6.3074 0.87535 1.0843
2020-05-07 1.6704 7.6427 6.2271 0.87478 1.0783
2020-05-06 1.7046 7.6707 6.0896 0.87253 1.0807
2020-05-05 1.6825 7.6575 5.9576 0.8706 1.0843
2020-05-04 1.7022 7.7275 6.0781 0.87898 1.0942
2020-04-30 1.6598 7.6665 5.8565 0.86905 1.0876
2020-04-29 1.6655 7.6723 5.9318 0.87378 1.0842
2020-04-28 1.6734 7.6977 6.1004 0.87078 1.0877
2020-04-27 1.6795 7.686 6.0328 0.87263 1.0852
2020-04-24 1.6943 7.6455 6.0128 0.87498 1.08
2020-04-23 1.6918 7.6259 5.8666 0.872 1.0772
2020-04-22 1.7199 7.6964 5.7866 0.8792 1.0867
2020-04-21 1.7266 7.6888 5.7619 0.8812 1.0837
2020-04-20 1.7085 7.6819 5.7463 0.87343 1.086
2020-04-17 1.7088 7.6821 5.6798 0.86978 1.086
2020-04-16 1.7266 7.6991 5.699 0.87163 1.0888
2020-04-15 1.7299 7.6998 5.7116 0.87385 1.0903
2020-04-14 1.7139 7.7366 5.6585 0.87253 1.0963
2020-04-09 1.7444 7.6709 5.5956 0.87565 1.0867
2020-04-08 1.7596 7.6818 5.6741 0.87948 1.0871
2020-04-07 1.7578 7.6802 5.6678 0.88093 1.0885
2020-04-06 1.779 7.6519 5.7056 0.878 1.0791
2020-04-03 1.8004 7.6476 5.6893 0.8785 1.0785
2020-04-02 1.797 7.7387 5.7023 0.87738 1.0906
2020-04-01 1.8053 7.7653 5.7349 0.8846 1.0936
2020-03-31 1.7967 7.7784 5.7001 0.88643 1.0956
2020-03-30 1.8021 7.8337 5.6511 0.889 1.1034
2020-03-27 1.8209 7.7894 5.5905 0.89743 1.0977
2020-03-26 1.8162 7.7675 5.4806 0.91348 1.0981
2020-03-25 1.7993 7.6844 5.4937 0.91503 1.0827
2020-03-24 1.8315 7.6549 5.5116 0.921 1.0843
2020-03-23 1.8586 7.6385 5.4652 0.9297 1.0783
2020-03-20 1.8226 7.5919 5.3937 0.91028 1.0707
2020-03-19 1.8635 7.6849 5.6037 0.92985 1.0801
2020-03-18 1.8568 7.6925 5.6133 0.9219 1.0934
2020-03-17 1.8287 7.7095 5.528 0.90823 1.0982
2020-03-16 1.8198 7.8351 5.5381 0.90918 1.1157
2020-03-13 1.7684 7.7587 5.2042 0.8907 1.1104
2020-03-12 1.7674 7.8877 5.5081 0.88623 1.124
2020-03-11 1.7389 7.8801 5.2874 0.8769 1.1336
2020-03-10 1.7377 7.924 5.3243 0.87385 1.139
2020-03-09 1.733 7.96 5.4418 0.87383 1.1456
2020-03-06 1.7103 7.8511 5.2748 0.87165 1.1336
2020-03-05 1.6917 7.7579 5.148 0.8667 1.1187
2020-03-04 1.6794 7.7014 5.0146 0.8685 1.1125
2020-03-03 1.6911 7.7572 5.0032 0.8701 1.1117
2020-03-02 1.6998 7.7469 4.9938 0.87113 1.1122
2020-02-28 1.6875 7.6662 4.9232 0.85315 1.0977
2020-02-27 1.6672 7.6813 4.8975 0.84995 1.0964
2020-02-26 1.6565 7.6329 4.7741 0.8415 1.0875
2020-02-25 1.6442 7.6045 4.7569 0.8363 1.084
2020-02-24 1.6384 7.6102 4.7474 0.83833 1.0818
2020-02-21 1.6363 7.5945 4.755 0.8351 1.0801
2020-02-20 1.6294 7.5787 4.7341 0.8384 1.079
2020-02-19 1.6142 7.5538 4.7184 0.83148 1.08
2020-02-18 1.6195 7.5732 4.7009 0.82985 1.0816
2020-02-17 1.6129 7.5645 4.6739 0.83238 1.0835
2020-02-14 1.6151 7.5757 4.6927 0.83208 1.0842
2020-02-13 1.6138 7.589 4.7182 0.83375 1.0867
2020-02-12 1.6175 7.6073 4.7286 0.84058 1.0914
2020-02-11 1.626 7.6025 4.6995 0.84325 1.0901
2020-02-10 1.6373 7.6471 4.721 0.84628 1.0951
2020-02-07 1.6417 7.6711 4.7078 0.8472 1.0969
2020-02-06 1.6282 7.6676 4.6553 0.84835 1.1003
2020-02-05 1.6299 7.6858 4.6614 0.84444 1.1023
2020-02-04 1.6439 7.7298 4.6704 0.8488 1.1048
2020-02-03 1.6521 7.7681 4.717 0.84775 1.1066
2020-01-31 1.6494 7.6664 4.7157 0.84175 1.1052
2020-01-30 1.6412 7.6504 4.6836 0.84183 1.1029
2020-01-29 1.6299 7.631 4.6089 0.8458 1.1001
2020-01-28 1.629 7.6338 4.6196 0.84603 1.1005
2020-01-27 1.6291 7.6477 4.6467 0.84358 1.1025
2020-01-24 1.6127 7.6509 4.6084 0.84313 1.1035
2020-01-23 1.6149 7.6897 4.6253 0.84498 1.1091
2020-01-22 1.6184 7.653 4.6486 0.84445 1.1088
2020-01-21 1.6177 7.6732 4.6661 0.8503 1.1115
2020-01-20 1.6154 7.6112 4.636 0.85275 1.1085
2020-01-17 1.6122 7.6186 4.639 0.85105 1.1108
2020-01-16 1.6115 7.6837 4.6519 0.8547 1.1169
2020-01-15 1.6188 7.6746 4.635 0.85683 1.1142
2020-01-14 1.611 7.6536 4.6056 0.85618 1.1115
2020-01-13 1.6117 7.6697 4.5832 0.8576 1.1126
2020-01-10 1.6132 7.6773 4.5188 0.8481 1.1091
2020-01-09 1.6193 7.7011 4.5194 0.85285 1.111
2020-01-08 1.6195 7.7184 4.5092 0.84868 1.1115
2020-01-07 1.6251 7.7562 4.5625 0.85183 1.1172
2020-01-06 1.6119 7.8049 4.5461 0.85215 1.1194
2020-01-03 1.6031 7.7712 4.5271 0.85115 1.1147
2020-01-02 1.6006 7.7946 4.487 0.84828 1.1193
2019-12-31 1.5995 7.8205 4.5157 0.8508 1.1234
2019-12-30 1.5992 7.8175 4.5128 0.85208 1.1189
2019-12-27 1.5996 7.8025 4.5157 0.8513 1.1153
2019-12-24 1.6019 7.7643 4.5246 0.85533 1.108
2019-12-23 1.6008 7.7652 4.522 0.85708 1.1075
2019-12-20 1.6088 7.7764 4.5175 0.85133 1.1097
2019-12-19 1.6188 7.7931 4.5163 0.85073 1.1117
2019-12-18 1.6227 7.7783 4.5097 0.85055 1.1115
2019-12-17 1.6294 7.809 4.5409 0.84748 1.1162
2019-12-16 1.6177 7.8025 4.5491 0.83415 1.1146
2019-12-13 1.6159 7.79 4.5664 0.83508 1.1174
2019-12-12 1.6165 7.8374 4.5788 0.8456 1.1137
2019-12-11 1.6194 7.796 4.559 0.84245 1.1075
2019-12-10 1.6275 7.7968 4.5891 0.84073 1.1077
2019-12-09 1.6228 7.796 4.5903 0.84195 1.1075
2019-12-06 1.619 7.7993 4.6402 0.84453 1.1094
2019-12-05 1.6251 7.8125 4.6794 0.8447 1.1094
2019-12-04 1.6203 7.8149 4.6521 0.8461 1.1081
2019-12-03 1.6186 7.814 4.6545 0.852 1.1071
2019-12-02 1.624 7.7625 4.6654 0.85218 1.1023
2019-11-29 1.6228 7.7172 4.6459 0.85225 1.0982
2019-11-28 1.6253 7.7416 4.6793 0.8518 1.1005
2019-11-27 1.622 7.7353 4.6743 0.8545 1.1009
2019-11-26 1.6251 7.7576 4.6915 0.85715 1.102
2019-11-25 1.6232 7.7454 4.6295 0.85515 1.1008
2019-11-22 1.6287 7.7834 4.6313 0.8598 1.1058
2019-11-21 1.6282 7.7933 4.6453 0.85548 1.1091
2019-11-20 1.6227 7.7786 4.6409 0.85715 1.1059
2019-11-19 1.6234 7.7829 4.6465 0.85573 1.1077
2019-11-18 1.6242 7.7629 4.6201 0.8533 1.1061
2019-11-15 1.6221 7.7343 4.6296 0.8566 1.1034
2019-11-14 1.6213 7.721 4.5928 0.85643 1.0997
2019-11-13 1.6127 7.7281 4.6017 0.8576 1.1006
2019-11-12 1.6087 7.7187 4.5868 0.8582 1.1015
2019-11-11 1.6105 7.7404 4.5949 0.85743 1.1041
2019-11-08 1.6065 7.7115 4.5583 0.86158 1.1034
2019-11-07 1.6059 7.7271 4.5238 0.86442 1.1077
2019-11-06 1.607 7.7604 4.4242 0.86033 1.109
2019-11-05 1.6079 7.7734 4.4655 0.86113 1.1109
2019-11-04 1.6158 7.8425 4.4644 0.86368 1.1158
2019-11-01 1.6151 7.844 4.4437 0.86008 1.1139
2019-10-31 1.6137 7.854 4.4514 0.86133 1.1154
2019-10-30 1.6199 7.8371 4.4611 0.862 1.1106
2019-10-29 1.6186 7.8392 4.43 0.86328 1.1095
2019-10-28 1.6245 7.8366 4.4158 0.86328 1.1087
2019-10-25 1.627 7.8524 4.4732 0.86598 1.1107
2019-10-24 1.6273 7.8704 4.4908 0.86288 1.1128
2019-10-23 1.6252 7.8684 4.5459 0.86408 1.1123
2019-10-22 1.6237 7.8795 4.59 0.86065 1.113
2019-10-21 1.624 7.9025 4.6059 0.8593 1.1173
2019-10-18 1.6278 7.8941 4.6363 0.86435 1.1144
2019-10-17 1.6294 7.8657 4.623 0.8684 1.1113
2019-10-16 1.6394 7.827 4.6024 0.8656 1.1025
2019-10-15 1.6293 7.7943 4.5467 0.87058 1.1007
2019-10-14 1.6325 7.7988 4.5395 0.87983 1.1031
2019-10-11 1.6246 7.8417 4.5291 0.87518 1.1043
2019-10-10 1.6307 7.8567 4.5186 0.90155 1.103
2019-10-09 1.6282 7.8265 4.4783 0.8985 1.0981
2019-10-08 1.6286 7.8474 4.5073 0.89795 1.0986
2019-10-07 1.6316 7.8582 4.4709 0.89155 1.0993
2019-10-04 1.6247 7.8497 4.4726 0.89045 1.0979
2019-10-03 1.6294 7.8282 4.5094 0.8879 1.0951
2019-10-02 1.6351 7.8096 4.5516 0.8897 1.0925
2019-10-01 1.6274 7.7903 4.5384 0.88955 1.0898
2019-09-30 1.6126 7.7784 4.5288 0.88573 1.0889
2019-09-27 1.6187 7.7947 4.5492 0.88778 1.0935
2019-09-26 1.6162 7.7976 4.5113 0.88505 1.0938
2019-09-25 1.6236 7.8239 4.5987 0.88668 1.0982
2019-09-24 1.6189 7.8199 4.5759 0.88153 1.1003
2019-09-23 1.6224 7.8279 4.5665 0.88343 1.0985
2019-09-20 1.6243 7.8207 4.5956 0.8823 1.103
2019-09-19 1.6291 7.8518 4.5738 0.88735 1.1067
2019-09-18 1.6149 7.8349 4.5045 0.8872 1.1053
2019-09-17 1.6122 7.8249 4.5207 0.88813 1.1026
2019-09-16 1.6054 7.7957 4.5138 0.8851 1.1031
2019-09-13 1.6126 7.8589 4.4964 0.89093 1.1096
2019-09-12 1.5943 7.7702 4.4402 0.8892 1.0963
2019-09-11 1.6021 7.8309 4.4721 0.89133 1.1003
2019-09-10 1.6103 7.8445 4.5234 0.893 1.104
2019-09-09 1.6066 7.861 4.4764 0.89275 1.1033
2019-09-06 1.6135 7.8442 4.5145 0.89635 1.1027
2019-09-05 1.621 7.8996 4.5036 0.8958 1.1058
2019-09-04 1.6225 7.8808 4.5603 0.90255 1.1018
2019-09-03 1.6247 7.8513 4.5684 0.90885 1.0937
2019-09-02 1.6338 7.8657 4.5498 0.9082 1.0968
2019-08-30 1.6398 7.8908 4.5879 0.90565 1.1036
2019-08-29 1.6402 7.9081 4.5908 0.90531 1.1072
2019-08-28 1.6431 7.9357 4.5901 0.90823 1.1083
2019-08-27 1.6412 7.9519 4.6144 0.90435 1.1104
2019-08-26 1.643 7.9429 4.5701 0.90808 1.1116
2019-08-23 1.6396 7.8439 4.5224 0.90453 1.1065
2019-08-22 1.638 7.8523 4.4717 0.9115 1.1083
2019-08-21 1.6337 7.8438 4.4621 0.91545 1.1104
2019-08-20 1.6347 7.818 4.4959 0.91623 1.1076
2019-08-19 1.6376 7.8283 4.4355 0.91583 1.1103
2019-08-16 1.632 7.7978 4.4075 0.91033 1.1076
2019-08-15 1.6442 7.8463 4.4868 0.91863 1.115
2019-08-14 1.6579 7.8526 4.4702 0.92673 1.1188
2019-08-13 1.6589 7.9303 4.4773 0.9283 1.1222
2019-08-12 1.6589 7.9014 4.466 0.92615 1.1194
2019-08-09 1.6452 7.9039 4.3994 0.9282 1.1198
2019-08-08 1.6483 7.8873 4.4283 0.92115 1.1193
2019-08-07 1.6628 7.8957 4.4438 0.92353 1.1202
2019-08-06 1.6467 7.8521 4.4099 0.9183 1.1187
2019-08-05 1.652 7.8705 4.3805 0.9188 1.1182
2019-08-02 1.6365 7.7058 4.2958 0.91505 1.1106
2019-08-01 1.6135 7.6177 4.2223 0.9115 1.1037
2019-07-31 1.6175 7.6743 4.218 0.91623 1.1151
2019-07-30 1.6189 7.6761 4.2237 0.91653 1.1154
2019-07-29 1.611 7.6648 4.2104 0.90443 1.1119
2019-07-26 1.6082 7.6609 4.2053 0.89633 1.1138
2019-07-25 1.5943 7.6393 4.1771 0.88963 1.1115
2019-07-24 1.596 7.6588 4.1948 0.89143 1.114
2019-07-23 1.5898 7.6856 4.1878 0.8983 1.1173
2019-07-22 1.5912 7.7168 4.1983 0.89968 1.1215
2019-07-19 1.5913 7.7217 4.1889 0.89635 1.1226
2019-07-18 1.5944 7.7168 4.2164 0.89853 1.1216
2019-07-17 1.6009 7.7131 4.2183 0.9034 1.1215
2019-07-16 1.5955 7.7187 4.221 0.9026 1.1223
2019-07-15 1.6023 7.7484 4.21 0.89873 1.1269
2019-07-12 1.6102 7.7432 4.2271 0.89788 1.1253
2019-07-11 1.6154 7.7477 4.2169 0.8979 1.1285
2019-07-10 1.621 7.7227 4.2585 0.89928 1.122
2019-07-09 1.6164 7.7155 4.265 0.89975 1.1205
2019-07-08 1.6058 7.7173 4.2752 0.89625 1.1215
2019-07-05 1.6057 7.7425 4.2895 0.89703 1.126
2019-07-04 1.6076 7.7567 4.3098 0.8973 1.1288
2019-07-03 1.6093 7.7703 4.364 0.8975 1.1293
2019-07-02 1.6155 7.7706 4.3381 0.89443 1.1301
2019-07-01 1.6226 7.7654 4.3435 0.89718 1.1349
2019-06-28 1.6244 7.8185 4.3511 0.89655 1.138
2019-06-27 1.6251 7.8199 4.3868 0.89428 1.137
2019-06-26 1.6277 7.8139 4.3624 0.89603 1.1362
2019-06-25 1.6341 7.8347 4.3669 0.89485 1.1388
2019-06-24 1.6385 7.8354 4.3565 0.89365 1.1394
2019-06-21 1.6386 7.7792 4.3357 0.89425 1.1316
2019-06-20 1.6323 7.7502 4.3407 0.89155 1.1307
2019-06-19 1.6303 7.7378 4.3324 0.8902 1.1207
2019-06-18 1.6349 7.7486 4.3313 0.89403 1.1187
2019-06-17 1.6355 7.7794 4.3796 0.89208 1.1234
2019-06-14 1.6324 7.7997 4.3423 0.89093 1.1265
2019-06-13 1.6336 7.8144 4.3429 0.88948 1.1289
2019-06-12 1.6292 7.8346 4.3661 0.88805 1.1323
2019-06-11 1.6273 7.8243 4.3893 0.89085 1.132
2019-06-10 1.6235 7.8365 4.3877 0.89248 1.1301
2019-06-07 1.6173 7.7893 4.3719 0.88675 1.1273
2019-06-06 1.6132 7.788 4.3659 0.88558 1.1266
2019-06-05 1.6114 7.7754 4.3427 0.88631 1.1257
2019-06-04 1.6116 7.7686 4.3638 0.88738 1.1244
2019-06-03 1.6077 7.7253 4.3847 0.88618 1.1185
2019-05-31 1.6136 7.7045 4.4462 0.88693 1.1151
2019-05-30 1.6098 7.6903 4.4327 0.88178 1.1134
2019-05-29 1.6116 7.7081 4.4942 0.88225 1.1156
2019-05-28 1.6162 7.7345 4.5305 0.88373 1.1192
2019-05-27 1.6168 7.7254 4.4905 0.88225 1.1198
