Period AUD CNY BRL GBP USD
2004-05-06 1.6595 10.0309 3.586 0.6746 1.2116
2004-05-05 1.6638 10.0375 3.5967 0.6769 1.2126
2004-05-04 1.6611 9.8935 3.5447 0.6746 1.2061
2004-05-03 1.6606 9.8885 3.5041 0.675 1.1953
2004-04-30 1.6577 9.7884 3.491 0.6737 1.1947
2004-04-29 1.6525 9.8554 3.5126 0.6713 1.1826
2004-04-28 1.6304 9.8389 3.4651 0.6665 1.1907
2004-04-27 1.6212 9.8091 3.4486 0.6638 1.1887
2004-04-26 1.6144 9.8372 3.4597 0.66365 1.1851
2004-04-23 1.6226 9.8273 3.474 0.66985 1.1885
2004-04-22 1.6238 9.7967 3.4597 0.6714 1.1873
2004-04-21 1.6254 9.7975 3.4682 0.6682 1.1836
2004-04-20 1.6119 9.8678 3.461 0.66425 1.1926
2004-04-19 1.6106 9.8761 3.471 0.66635 1.2044
2004-04-16 1.6191 9.8596 3.4795 0.6684 1.1932
2004-04-15 1.6156 9.8612 3.4408 0.668 1.1912
2004-04-14 1.6065 9.9117 3.4629 0.6621 1.1924
2004-04-13 1.5781 10.0119 3.4849 0.6556 1.1975
2004-04-08 1.5915 10.0152 3.4739 0.6601 1.2096
2004-04-07 1.5871 10.0077 3.4822 0.6586 1.2101
2004-04-06 1.5931 9.9804 3.4673 0.6582 1.209
2004-04-05 1.5995 9.9912 3.4873 0.6636 1.2058
2004-04-02 1.6095 10.1956 3.5599 0.6663 1.2318
2004-04-01 1.6125 10.1973 3.5401 0.6666 1.232
2004-03-31 1.6052 10.1178 3.5379 0.6659 1.2224
2004-03-30 1.6179 10.0872 3.5615 0.6681 1.2187
2004-03-29 1.6285 10.0301 3.5603 0.6674 1.2118
2004-03-26 1.6314 10.0756 3.5777 0.66985 1.2173
2004-03-25 1.6404 10.0417 3.5789 0.6725 1.2132
2004-03-24 1.6337 10.0946 3.5667 0.6653 1.2196
2004-03-23 1.6355 10.1608 3.5923 0.6664 1.2276
2004-03-22 1.643 10.2246 3.5948 0.66945 1.2353
2004-03-19 1.6499 10.2171 3.5811 0.6735 1.2344
2004-03-18 1.6522 10.1484 3.5601 0.67215 1.2261
2004-03-17 1.6576 10.1402 3.5504 0.6756 1.2251
2004-03-16 1.6656 10.2221 3.5769 0.6792 1.235
2004-03-15 1.6727 10.1625 3.5639 0.6818 1.2278
2004-03-12 1.6748 10.1269 3.5668 0.6814 1.2235
2004-03-11 1.663 10.1443 3.5716 0.6792 1.2256
2004-03-10 1.6384 10.1799 3.5454 0.6756 1.2299
2004-03-09 1.6242 10.2312 3.5529 0.6721 1.2361
2004-03-08 1.6322 10.2271 3.5363 0.6678 1.2356
2004-03-05 1.625 10.0913 3.5123 0.6704 1.2192
2004-03-04 1.6178 10.0541 3.5057 0.6663 1.2147
2004-03-03 1.6192 10.0508 3.5619 0.6633 1.2143
2004-03-02 1.6071 10.2651 3.6139 0.667 1.2402
2004-03-01 1.6148 10.333 3.6251 0.6683 1.2484
2004-02-27 1.6159 10.2784 3.6295 0.67 1.2418
2004-02-26 1.6173 10.2999 3.706 0.6683 1.2444
2004-02-25 1.6207 10.453 3.7385 0.6682 1.2629
2004-02-24 1.6259 10.4249 3.7299 0.6712 1.2595
2004-02-23 1.6272 10.4092 3.7225 0.6755 1.2576
2004-02-20 1.6117 10.4812 3.8153 0.6734 1.2663
2004-02-19 1.6081 10.5317 3.7487 0.6708 1.2724
2004-02-18 1.6108 10.6144 3.7487 0.6736 1.2824
2004-02-17 1.6139 10.6426 3.7019 0.6747 1.2858
2004-02-16 1.6124 10.5457 3.7105 0.6758 1.2741
2004-02-13 1.6194 10.6078 3.7171 0.6778 1.2816
2004-02-12 1.6279 10.5962 3.6854 0.6774 1.2802
2004-02-11 1.6276 10.4952 3.7108 0.6779 1.268
2004-02-10 1.6296 10.5648 3.7116 0.6821 1.2764
2004-02-09 1.6356 10.5226 3.735 0.6838 1.2713
2004-02-06 1.6458 10.3703 3.7032 0.68315 1.2529
2004-02-05 1.6471 10.4149 3.6814 0.6854 1.2583
2004-02-04 1.6413 10.3661 3.6585 0.6819 1.2524
2004-02-03 1.642 10.4166 3.6592 0.6836 1.2585
2004-02-02 1.639 10.314 3.6514 0.6834 1.2461
2004-01-30 1.6396 10.2502 3.6718 0.6846 1.2384
2004-01-29 1.6198 10.3198 3.6359 0.685 1.2468
2004-01-28 1.6209 10.3984 3.5993 0.68685 1.2563
2004-01-27 1.6197 10.3603 3.5683 0.69085 1.2517
2004-01-26 1.6254 10.4083 3.6064 0.6888 1.2575
2004-01-23 1.635 10.5052 3.6109 0.6891 1.2692
2004-01-22 1.6328 10.5201 3.5801 0.6888 1.271
2004-01-21 1.6328 10.4348 3.5801 0.69 1.2607
2004-01-20 1.6374 10.376 3.5637 0.6913 1.2536
2004-01-19 1.6323 10.2411 3.5473 0.6928 1.2373
2004-01-16 1.6257 10.3405 3.5157 0.6884 1.2493
2004-01-15 1.6359 10.458 3.5734 0.6916 1.2635
2004-01-14 1.632 10.5052 3.5712 0.69015 1.2692
2004-01-13 1.6357 10.5523 3.5766 0.6897 1.2749
2004-01-12 1.6501 10.6177 3.6287 0.6925 1.2828
2004-01-09 1.6443 10.5424 3.627 0.6944 1.2737
2004-01-08 1.6396 10.4572 3.6151 0.69455 1.2634
2004-01-07 1.651 10.4944 3.6452 0.6978 1.2679
2004-01-06 1.6539 10.5581 3.6304 0.6998 1.2756
2004-01-05 1.6541 10.4762 3.6045 0.7026 1.2657
2004-01-02 1.6683 10.4224 3.6429 0.70545 1.2592
2003-12-31 1.6802 10.4539 3.6698 0.7048 1.263
2003-12-30 1.6742 10.3429 3.5707 0.7036 1.2496
2003-12-29 1.6801 10.3454 3.6048 0.704 1.2499
2003-12-24 1.6727 10.2693 3.6048 0.70175 1.2407
2003-12-23 1.6878 10.2569 3.6282 0.7025 1.2392
2003-12-22 1.692 10.2916 3.6352 0.7054 1.2434
2003-12-19 1.6835 10.2784 3.6368 0.7029 1.2418
2003-12-18 1.684 10.266 3.6421 0.70155 1.2403
2003-12-17 1.6655 10.2113 3.6215 0.703 1.2337
2003-12-16 1.657 10.213 3.6175 0.7062 1.2339
2003-12-15 1.6525 10.1228 3.5931 0.7013 1.223
2003-12-12 1.6493 10.1426 3.603 0.70125 1.2254
2003-12-11 1.6508 10.0872 3.5915 0.698 1.2187
2003-12-10 1.6528 10.1302 3.6028 0.7024 1.2239
2003-12-09 1.6524 10.1459 3.6014 0.70335 1.2258
2003-12-08 1.6495 10.1128 3.5602 0.7043 1.2218
2003-12-05 1.6455 10.0044 3.5534 0.7021 1.2087
2003-12-04 1.6421 9.9936 3.5492 0.70045 1.2074
2003-12-03 1.6458 10.0168 3.5441 0.6999 1.2102
2003-12-02 1.6444 9.9117 3.5246 0.69585 1.1975
2003-12-01 1.6535 9.9481 3.5214 0.6965 1.2019
2003-11-28 1.6583 9.9274 3.5283 0.6971 1.1994
2003-11-27 1.6477 9.8513 3.5135 0.6947 1.1902
2003-11-26 1.6422 9.79 3.4504 0.6968 1.1828
2003-11-25 1.6407 9.7387 3.4342 0.69415 1.1766
2003-11-24 1.6393 9.7859 3.4882 0.69605 1.1823
2003-11-21 1.645 9.8488 3.4968 0.6983 1.1899
2003-11-20 1.6463 9.8571 3.5194 0.6994 1.1909
2003-11-19 1.6484 9.8579 3.4683 0.7021 1.191
2003-11-18 1.6412 9.7487 3.4648 0.69705 1.1778
2003-11-17 1.6467 9.7685 3.5034 0.6983 1.1802
2003-11-14 1.6355 9.7379 3.4563 0.697 1.1765
2003-11-13 1.6244 9.6675 3.3831 0.6938 1.168
2003-11-12 1.621 9.6013 3.3474 0.693 1.16
2003-11-11 1.6111 9.5161 3.3232 0.6896 1.1497
2003-11-10 1.6079 9.5045 3.2884 0.6866 1.1483
2003-11-07 1.6147 9.4556 3.2815 0.6871 1.1424
2003-11-06 1.612 9.4763 3.287 0.683 1.1449
2003-11-05 1.6171 9.4962 3.2793 0.68385 1.1473
2003-11-04 1.6369 9.4921 3.2781 0.684 1.1468
2003-11-03 1.6381 9.5922 3.3153 0.68365 1.1589
2003-10-31 1.6464 9.6195 3.3062 0.6863 1.1622
2003-10-30 1.6549 9.7139 3.3357 0.68825 1.1736
2003-10-29 1.6557 9.6708 3.3352 0.6858 1.1684
2003-10-28 1.6602 9.6617 3.3554 0.6904 1.1673
2003-10-27 1.6694 9.7238 3.3781 0.6935 1.1748
2003-10-24 1.683 9.7511 3.3844 0.6948 1.1781
2003-10-23 1.6864 9.7553 3.3891 0.6965 1.1786
2003-10-22 1.665 9.6791 3.3351 0.695 1.1694
2003-10-21 1.6784 9.6204 3.3338 0.6958 1.1623
2003-10-20 1.6805 9.6253 3.3532 0.69385 1.1629
2003-10-17 1.6813 9.5839 3.318 0.6936 1.1579
2003-10-16 1.6882 9.6137 3.2992 0.6947 1.1615
2003-10-15 1.6936 9.6584 3.3134 0.69905 1.1669
2003-10-14 1.6996 9.6295 3.3139 0.702 1.1634
2003-10-13 1.6948 9.6742 3.3077 0.70435 1.1688
2003-10-10 1.7056 9.7569 3.3448 0.70845 1.1788
2003-10-09 1.7039 9.7569 3.3566 0.7087 1.1788
2003-10-08 1.7038 9.7511 3.3541 0.7083 1.1781
2003-10-07 1.7071 9.7404 3.3721 0.70455 1.1768
2003-10-06 1.7013 9.5839 3.3596 0.6952 1.1579
2003-10-03 1.7081 9.6725 3.3685 0.7002 1.1686
2003-10-02 1.7131 9.6775 3.3945 0.7015 1.1692
2003-10-01 1.7134 9.6601 3.3671 0.7047 1.1671
2003-09-30 1.7101 9.6444 3.4132 0.6986 1.1652
2003-09-29 1.7023 9.4465 3.3549 0.6931 1.1413
2003-09-26 1.7018 9.5078 3.3697 0.69165 1.1487
2003-09-25 1.6852 9.5128 3.3585 0.69335 1.1493
2003-09-24 1.694 9.4904 3.3492 0.693 1.1466
2003-09-23 1.693 9.4888 3.3251 0.6936 1.1464
2003-09-22 1.6895 9.4921 3.2802 0.6968 1.1468
2003-09-19 1.6897 9.3629 3.2802 0.6951 1.1312
2003-09-18 1.691 9.3447 3.28 0.699 1.129
2003-09-17 1.6894 9.2802 3.2596 0.7002 1.1212
2003-09-16 1.6937 9.2992 3.2492 0.7048 1.1235
2003-09-15 1.7004 9.3373 3.2822 0.7038 1.1281
2003-09-12 1.6934 9.2471 3.2536 0.701 1.1172
2003-09-11 1.7025 9.2843 3.2389 0.7036 1.1217
2003-09-10 1.6982 9.2471 3.2723 0.703 1.1172
2003-09-09 1.7038 9.2164 3.2829 0.7025 1.1135
2003-09-08 1.7129 9.1635 3.2084 0.6985 1.1071
2003-09-05 1.6993 9.041 3.1983 0.6919 1.0923
2003-09-04 1.6943 8.9541 3.1891 0.6887 1.0818
2003-09-03 1.6938 8.9251 3.1867 0.69 1.0783
2003-09-02 1.692 8.9797 3.2466 0.6921 1.0849
2003-09-01 1.6981 9.0757 3.2651 0.6981 1.0965
2003-08-29 1.7012 9.0443 3.2377 0.6926 1.0927
2003-08-28 1.6941 8.9623 3.197 0.69035 1.0828
2003-08-27 1.7039 9.0277 3.2383 0.6943 1.0907
2003-08-26 1.6809 8.9524 3.2435 0.6918 1.0816
2003-08-25 1.6723 9.012 3.2506 0.6909 1.0888
2003-08-22 1.6758 9.017 3.2726 0.6919 1.0894
2003-08-21 1.6716 9.1121 3.306 0.6944 1.1009
2003-08-20 1.6911 9.1949 3.3233 0.6974 1.1109
2003-08-19 1.6925 9.1585 3.3212 0.6991 1.1065
2003-08-18 1.6965 9.2603 3.3463 0.7033 1.1188
2003-08-15 1.7089 9.3091 3.3688 0.70375 1.1247
2003-08-14 1.718 9.3282 3.399 0.7012 1.127
2003-08-13 1.7217 9.334 3.4389 0.7032 1.1277
2003-08-12 1.7195 9.3629 3.4032 0.7065 1.1312
2003-08-11 1.7214 9.3489 3.3823 0.70545 1.1295
2003-08-08 1.7384 9.3745 3.3783 0.70335 1.1326
2003-08-07 1.7527 9.3969 3.4578 0.70635 1.1353
2003-08-06 1.7572 9.4292 3.4689 0.705 1.1392
2003-08-05 1.758 9.3803 3.4569 0.7045 1.1333
2003-08-04 1.7374 9.3588 3.4452 0.7015 1.1307
2003-08-01 1.7258 9.2446 3.3127 0.6962 1.1169
2003-07-31 1.7455 9.3679 3.3705 0.7019 1.1318
2003-07-30 1.7373 9.4523 3.3541 0.7044 1.142
2003-07-29 1.726 9.4871 3.3277 0.7062 1.1462
2003-07-28 1.7322 9.5094 3.3209 0.7068 1.1489
2003-07-25 1.7308 9.4995 3.3128 0.711 1.1477
2003-07-24 1.7282 9.4912 3.3197 0.7116 1.1467
2003-07-23 1.74 9.4366 3.2932 0.711 1.1401
2003-07-22 1.7372 9.3886 3.2571 0.7083 1.1343
2003-07-21 1.7416 9.3398 3.2605 0.7089 1.1284
2003-07-18 1.7303 9.2744 3.2164 0.70445 1.1205
2003-07-17 1.7152 9.2959 3.1947 0.7051 1.1231
2003-07-16 1.7102 9.2189 3.191 0.7013 1.1138
2003-07-15 1.717 9.3687 3.2361 0.70325 1.1319
2003-07-14 1.7116 9.3522 3.2677 0.695 1.1299
2003-07-11 1.7194 9.3654 3.2712 0.69185 1.1315
2003-07-10 1.7357 9.3878 3.258 0.6981 1.1342
2003-07-09 1.7193 9.3985 3.2575 0.6958 1.1355
2003-07-08 1.695 9.3745 3.2636 0.6907 1.1326
2003-07-07 1.6675 9.4027 3.2353 0.68855 1.136
2003-07-04 1.6863 9.4904 3.2277 0.68675 1.1466
2003-07-03 1.6863 9.483 3.2251 0.6896 1.1457
2003-07-02 1.702 9.5475 3.2736 0.6937 1.1535
2003-07-01 1.7081 9.5541 3.2742 0.69605 1.1543
2003-06-30 1.7116 9.4581 3.289 0.6932 1.1427
2003-06-27 1.7166 9.4465 3.3143 0.6901 1.1413
2003-06-26 1.7174 9.4623 3.2847 0.687 1.1432
2003-06-25 1.7271 9.5608 3.3105 0.6915 1.1551
2003-06-24 1.7381 9.5724 3.3087 0.694 1.1565
2003-06-23 1.7368 9.5508 3.3377 0.6947 1.1539
2003-06-20 1.737 9.6468 3.3744 0.6966 1.1655
2003-06-19 1.7425 9.6468 3.3651 0.6965 1.1655
2003-06-18 1.7459 9.6833 3.3564 0.6965 1.1699
2003-06-17 1.764 9.7644 3.3884 0.702 1.1797
2003-06-16 1.773 9.8116 3.3648 0.7046 1.1854
2003-06-13 1.768 9.7263 3.354 0.7053 1.1751
2003-06-12 1.7696 9.7122 3.3366 0.70215 1.1734
2003-06-11 1.778 9.7238 3.3702 0.7047 1.1748
2003-06-10 1.7768 9.6833 3.3494 0.7065 1.1699
2003-06-09 1.7775 9.7056 3.3741 0.7083 1.1726
2003-06-06 1.7822 9.7776 3.4339 0.7093 1.1813
2003-06-05 1.7678 9.7462 3.4339 0.7121 1.1775
2003-06-04 1.7582 9.6766 3.3845 0.7172 1.1691
2003-06-03 1.7806 9.7031 3.4932 0.7173 1.1723
2003-06-02 1.7906 9.6609 3.4642 0.7175 1.1672
2003-05-30 1.8136 9.7851 3.4771 0.7196 1.1822
2003-05-29 1.8256 9.7304 3.5413 0.7158 1.1756
2003-05-28 1.8008 9.7155 3.5519 0.7184 1.1738
2003-05-27 1.8041 9.8505 3.5756 0.7235 1.1901
2003-05-26 1.7953 9.7776 3.4432 0.721 1.1813
2003-05-23 1.786 9.7586 3.5149 0.7201 1.179
2003-05-22 1.7795 9.7006 3.4996 0.7163 1.172
2003-05-21 1.7775 9.675 3.5307 0.7116 1.1689
2003-05-20 1.7756 9.6377 3.4845 0.713 1.1644
2003-05-19 1.7808 9.6444 3.428 0.7132 1.1652
2003-05-16 1.7736 9.5119 3.4329 0.7065 1.1492
2003-05-15 1.7756 9.4838 3.3423 0.7072 1.1458
2003-05-14 1.781 9.5177 3.3232 0.7118 1.1499
2003-05-13 1.782 9.5334 3.293 0.7165 1.1518
2003-05-12 1.7868 9.5988 3.3312 0.7197 1.1597
2003-05-09 1.7806 9.4904 3.3217 0.7156 1.1466
2003-05-08 1.7839 9.4647 3.3442 0.7119 1.1435
2003-05-07 1.7805 9.4581 3.4332 0.7121 1.1427
2003-05-06 1.7801 9.3894 3.4444 0.7044 1.1344
2003-05-05 1.7746 9.2851 3.3183 0.6996 1.1218
2003-05-02 1.7802 9.3025 3.2717 0.6998 1.1239
2003-04-30 1.7822 9.2131 3.2119 0.697 1.1131
2003-04-29 1.7726 9.0683 3.243 0.6891 1.0956
2003-04-28 1.7759 9.1254 3.3081 0.6914 1.1025
2003-04-25 1.782 9.0824 3.3219 0.6914 1.0973
2003-04-24 1.7819 9.1113 3.3074 0.6915 1.1008
2003-04-23 1.7646 9.0583 3.3281 0.6935 1.0944
2003-04-22 1.7659 9.0807 3.3604 0.6961 1.0971
2003-04-17 1.7789 9.0385 3.3788 0.6917 1.092
2003-04-16 1.7724 8.969 3.3207 0.6877 1.0836
2003-04-15 1.7831 8.9259 3.4088 0.6857 1.0784
2003-04-14 1.7826 8.887 3.4203 0.6827 1.0737
2003-04-11 1.7765 8.8854 3.4536 0.6842 1.0735
2003-04-10 1.7837 8.9433 3.4803 0.69 1.0805
2003-04-09 1.7807 8.8912 3.4205 0.6902 1.0742
2003-04-08 1.7768 8.8233 3.3472 0.6872 1.066
2003-04-07 1.7812 8.7587 3.3757 0.6828 1.0582
2003-04-04 1.7842 8.8729 3.4892 0.6844 1.072
2003-04-03 1.7936 8.858 3.4889 0.6853 1.0702
2003-04-02 1.8023 8.964 3.588 0.6877 1.083
2003-04-01 1.8048 9.0145 3.6518 0.6908 1.0891
2003-03-31 1.8076 9.0178 3.6907 0.6896 1.0895
2003-03-28 1.7853 8.8812 3.6332 0.6865 1.073
2003-03-27 1.7852 8.8754 3.6437 0.6811 1.0723
2003-03-26 1.783 8.8291 3.598 0.6779 1.0667
2003-03-25 1.7908 8.8489 3.6145 0.6784 1.0691
2003-03-24 1.7928 8.8018 3.6485 0.6763 1.0634
2003-03-21 1.7831 8.7504 3.6573 0.6757 1.0572
2003-03-20 1.788 8.767 3.6831 0.677 1.0592
2003-03-19 1.7863 8.7488 3.6414 0.6787 1.057
2003-03-18 1.7973 8.762 3.6216 0.6774 1.0586
2003-03-17 1.8011 8.94 3.728 0.6827 1.0801
2003-03-14 1.8075 8.9185 3.6581 0.6777 1.0775
2003-03-13 1.8346 8.9921 3.7264 0.6771 1.0864
2003-03-12 1.8446 9.1279 3.8474 0.6835 1.1028
2003-03-11 1.8143 9.1709 3.888 0.6908 1.108
2003-03-10 1.7948 9.1395 3.8857 0.6905 1.1042
2003-03-07 1.7898 9.137 3.8758 0.6867 1.1039
2003-03-06 1.784 9.0741 3.8699 0.6831 1.0963
2003-03-05 1.7778 9.0766 3.9105 0.6876 1.0966
2003-03-04 1.7808 9.0377 3.8926 0.6899 1.0919
2003-03-03 1.7653 8.9392 3.8534 0.6853 1.08
2003-02-28 1.7816 8.9243 3.8405 0.6842 1.0782
2003-02-27 1.7802 8.9574 3.8847 0.6842 1.0822
2003-02-26 1.7757 8.9003 3.8415 0.6822 1.0753
2003-02-25 1.7789 8.9176 3.8544 0.684 1.0774
2003-02-24 1.781 8.8738 3.8413 0.68 1.0721
2003-02-21 1.8081 8.9706 3.8999 0.679 1.0838
2003-02-20 1.8059 8.9085 3.8797 0.67445 1.0763
2003-02-19 1.808 8.8705 3.8365 0.6727 1.0717
2003-02-18 1.814 8.868 3.842 0.6713 1.0714
2003-02-17 1.8178 8.8696 3.884 0.6704 1.0716
2003-02-14 1.8186 8.9334 3.9622 0.6677 1.0793
2003-02-13 1.8216 8.9044 3.9035 0.6644 1.0758
2003-02-12 1.813 8.882 3.8605 0.6638 1.0731
2003-02-11 1.818 8.8614 3.8172 0.6606 1.0706
2003-02-10 1.823 8.9458 3.8876 0.6614 1.0808
2003-02-07 1.8281 8.9301 3.8619 0.6628 1.0789
2003-02-06 1.8312 8.9499 3.9046 0.6592 1.0813
2003-02-05 1.8425 9.0302 3.9331 0.6607 1.091
2003-02-04 1.8361 8.9574 3.8229 0.6571 1.0822
2003-02-03 1.8405 8.8804 3.7466 0.6553 1.0729
2003-01-31 1.8397 8.9524 3.8256 0.6557 1.0816
2003-01-30 1.8285 8.8961 3.8139 0.6534 1.0748
2003-01-29 1.8395 8.9954 3.9641 0.6599 1.0868
2003-01-28 1.8367 8.9458 3.9206 0.6597 1.0808
2003-01-27 1.8338 8.9971 3.9806 0.6647 1.087
2003-01-24 1.8235 8.9259 3.8447 0.6606 1.0784
2003-01-23 1.819 8.9036 3.7558 0.6638 1.0757
2003-01-22 1.8273 8.8713 3.7899 0.6645 1.0718
2003-01-21 1.8134 8.8175 3.6668 0.6626 1.0653
2003-01-20 1.8056 8.8175 3.622 0.6635 1.0653
2003-01-17 1.8012 8.8167 3.5924 0.6582 1.0652
2003-01-16 1.8028 8.7438 3.4739 0.6585 1.0564
2003-01-15 1.8024 8.7124 3.462 0.6592 1.0526
2003-01-14 1.8115 8.7546 3.4693 0.6583 1.0577
2003-01-13 1.8109 8.7314 3.4759 0.6568 1.0549
2003-01-10 1.8107 8.6933 3.4523 0.6534 1.0503
2003-01-09 1.8172 8.6966 3.4915 0.653 1.0507
2003-01-08 1.8132 8.589 3.4405 0.6495 1.0377
2003-01-07 1.816 8.6288 3.5139 0.6496 1.0425
2003-01-06 1.8281 8.6809 3.5145 0.6495 1.0488
2003-01-03 1.844 8.6015 3.6112 0.65 1.0392
2003-01-02 1.8554 8.6462 3.677 0.652 1.0446
2002-12-31 1.8556 8.6801 3.7124 0.6505 1.0487
2002-12-30 1.8515 8.6263 3.6769 0.65 1.0422
2002-12-27 1.8446 8.5882 3.6876 0.648 1.0376
2002-12-24 1.8262 8.522 3.6053 0.6467 1.0296
2002-12-23 1.829 8.5104 3.5974 0.6446 1.0282
2002-12-20 1.8145 8.4881 3.5096 0.6399 1.0255
2002-12-19 1.8165 8.503 3.6125 0.6403 1.0273
2002-12-18 1.812 8.4756 3.6234 0.6403 1.024
2002-12-17 1.814 8.5311 3.7007 0.6445 1.0307
2002-12-16 1.807 8.4525 3.7253 0.6426 1.0212
2002-12-13 1.805 8.4599 3.8165 0.6445 1.0221
2002-12-12 1.7942 8.4061 3.8156 0.6437 1.0156
2002-12-11 1.7955 8.3325 3.815 0.6406 1.0067
2002-12-10 1.7946 8.3689 3.7967 0.6416 1.0111
2002-12-09 1.7927 8.354 3.8439 0.6393 1.0093
2002-12-06 1.7847 8.282 3.7713 0.6377 1.0006
2002-12-05 1.7813 8.2696 3.7481 0.6364 0.9991
2002-12-04 1.7854 8.2919 3.6991 0.6367 1.0018
2002-12-03 1.7827 8.2497 3.6464 0.6374 0.9967
2002-12-02 1.7649 8.1702 3.5636 0.6382 0.9871
2002-11-29 1.7755 8.2166 3.603 0.6395 0.9927
2002-11-28 1.7806 8.2224 3.5732 0.6395 0.9934
2002-11-27 1.7829 8.2166 3.5576 0.6413 0.9927
2002-11-26 1.7698 8.2025 3.5438 0.6345 0.991
2002-11-25 1.7692 8.1984 3.5146 0.6326 0.9905
2002-11-22 1.7788 8.2969 3.5655 0.6335 1.0024
2002-11-21 1.7845 8.3051 3.5099 0.6356 1.0034
2002-11-20 1.7915 8.2927 3.5342 0.6364 1.0019
2002-11-19 1.7988 8.3805 3.5893 0.6373 1.0125
2002-11-18 1.7896 8.3308 3.6254 0.6374 1.0065
2002-11-15 1.7805 8.301 3.7077 0.6362 1.0029
2002-11-14 1.7935 8.3556 3.7123 0.6355 1.0095
2002-11-13 1.7983 8.3333 3.6552 0.6343 1.0068
2002-11-12 1.7952 8.344 3.5536 0.6358 1.0081
2002-11-11 1.8075 8.3813 3.539 0.637 1.0126
2002-11-08 1.7861 8.3656 3.5698 0.6375 1.0107
2002-11-07 1.7758 8.2878 3.6227 0.6384 1.0013
2002-11-06 1.7756 8.2398 3.5704 0.6394 0.9955
2002-11-05 1.7815 8.2969 3.5816 0.6413 1.0024
2002-11-04 1.7726 8.2306 3.5311 0.639 0.9944
2002-11-01 1.7915 8.2555 3.6305 0.6368 0.9974
2002-10-31 1.7813 8.1644 3.6161 0.6326 0.9864
2002-10-30 1.7741 8.1322 3.6932 0.6317 0.9825
2002-10-29 1.7579 8.128 3.7782 0.6307 0.982
2002-10-28 1.7501 8.0659 3.6865 0.6299 0.9745
2002-10-25 1.7572 8.0808 3.7197 0.6286 0.9763
2002-10-24 1.7543 8.0601 3.8076 0.6295 0.9738
2002-10-23 1.7668 8.0908 3.8025 0.6313 0.9775
2002-10-22 1.7643 8.085 3.8759 0.6315 0.9768
2002-10-21 1.7616 8.0684 3.7725 0.63 0.9748
2002-10-18 1.7665 8.0577 3.821 0.6283 0.9735
2002-10-17 1.774 8.0808 3.8474 0.62665 0.9763
2002-10-16 1.7947 8.1305 3.7573 0.6318 0.9823
2002-10-15 1.7948 8.1197 3.8161 0.631 0.981
2002-10-14 1.8063 8.1719 3.7616 0.6322 0.9873
2002-10-11 1.7981 8.1586 3.8689 0.6321 0.9857
2002-10-10 1.7998 8.1735 3.8197 0.6317 0.9875
2002-10-09 1.7925 8.123 3.7269 0.6318 0.9814
2002-10-08 1.7878 8.1115 3.5672 0.6266 0.98
2002-10-07 1.7832 8.1181 3.4671 0.6265 0.9808
2002-10-04 1.8024 8.1653 3.6451 0.629 0.9865
2002-10-03 1.8179 8.186 3.6197 0.6296 0.989
2002-10-02 1.8067 8.1404 3.5554 0.6279 0.9835
2002-10-01 1.8185 8.1619 3.7008 0.6277 0.9861
2002-09-30 1.8101 8.1611 3.8972 0.6295 0.986
2002-09-27 1.7948 8.0941 3.7576 0.6282 0.9779
2002-09-26 1.8021 8.1081 3.5902 0.6274 0.9796
2002-09-25 1.7913 8.0875 3.6859 0.6271 0.9771
2002-09-24 1.8087 8.1346 3.4987 0.6311 0.9828
2002-09-23 1.7982 8.1371 3.3425 0.6319 0.9831
2002-09-20 1.7919 8.1032 3.3756 0.6333 0.979
2002-09-19 1.7778 8.123 3.2906 0.6314 0.9814
2002-09-18 1.7764 8.0494 3.1995 0.6316 0.9725
2002-09-17 1.7683 7.9865 3.1012 0.6297 0.9649
2002-09-16 1.7692 8.0146 3.0598 0.628 0.9683
2002-09-13 1.7793 8.1197 3.0965 0.6286 0.981
2002-09-12 1.7646 8.0759 3.0286 0.6274 0.9757
2002-09-11 1.7826 8.0692 3.0563 0.6264 0.9749
2002-09-10 1.775 8.0784 3.0266 0.6281 0.976
2002-09-09 1.7935 8.1065 3.0905 0.6287 0.9794
2002-09-06 1.8222 8.2091 3.1301 0.63255 0.9918
2002-09-05 1.832 8.2563 3.1371 0.6354 0.9975
2002-09-04 1.8262 8.2331 3.0786 0.6354 0.9947
2002-09-03 1.8016 8.2025 3.0335 0.6363 0.991
2002-09-02 1.7803 8.1288 2.9542 0.6343 0.9821
2002-08-30 1.78 8.1388 3.003 0.6352 0.9833
2002-08-29 1.783 8.1471 3.0966 0.6383 0.9843
2002-08-28 1.7782 8.133 3.0854 0.6394 0.9826
2002-08-27 1.7666 8.0899 3.0231 0.64 0.9774
2002-08-26 1.7845 8.0295 3.018 0.6382 0.9701
2002-08-23 1.784 8.0262 3.04 0.6384 0.9697
2002-08-22 1.8087 8.0866 3.0092 0.6395 0.977
2002-08-21 1.79 8.08 3.0293 0.6406 0.9762
2002-08-20 1.794 8.1048 3.0385 0.6416 0.9792
2002-08-19 1.8018 8.1106 3.0602 0.638 0.9799
2002-08-16 1.802 8.1322 3.1446 0.6403 0.9825
2002-08-15 1.8069 8.0924 3.1329 0.6381 0.9777
2002-08-14 1.8312 8.1586 3.1194 0.6394 0.9857
2002-08-13 1.8217 8.1106 3.0916 0.6391 0.9799
2002-08-12 1.8083 8.0949 2.9829 0.6386 0.978
2002-08-09 1.8153 8.0527 2.8698 0.6355 0.9729
